T12,Intentional homicides and other crimes,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
40,Austria,2015,"Theft at the national level, rate per 100,000 population","1,616.1",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2015,"Total Sexual Violence at the national level, rate per 100,000",40.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Assault rate per 100,000 population",39.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Theft at the national level, rate per 100,000 population",940.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2020,"Total Sexual Violence at the national level, rate per 100,000",46.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Assault rate per 100,000 population",40.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
40,Austria,2021,"Total Sexual Violence at the national level, rate per 100,000",48.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2002,"Intentional homicide rates per 100,000",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2005,"Assault rate per 100,000 population",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2005,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2005,"Theft at the national level, rate per 100,000 population",25.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Percentage of male and female intentional homicide victims, Male",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Assault rate per 100,000 population",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Theft at the national level, rate per 100,000 population",42.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Percentage of male and female intentional homicide victims, Male",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Percentage of male and female intentional homicide victims, Female",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Assault rate per 100,000 population",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Theft at the national level, rate per 100,000 population",61.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2014,"Total Sexual Violence at the national level, rate per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2015,"Intentional homicide rates per 100,000",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2015,"Percentage of male and female intentional homicide victims, Male",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2015,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Percentage of male and female intentional homicide victims, Male",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Percentage of male and female intentional homicide victims, Female",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Assault rate per 100,000 population",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Theft at the national level, rate per 100,000 population",18.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2020,"Total Sexual Violence at the national level, rate per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Intentional homicide rates per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Percentage of male and female intentional homicide victims, Male",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Assault rate per 100,000 population",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
31,Azerbaijan,2021,"Total Sexual Violence at the national level, rate per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Intentional homicide rates per 100,000",15.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Percentage of male and female intentional homicide victims, Male",26.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Percentage of male and female intentional homicide victims, Female",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Kidnapping at the national level, rate per 100,000",6.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Theft at the national level, rate per 100,000 population",446.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2005,"Total Sexual Violence at the national level, rate per 100,000",126.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Intentional homicide rates per 100,000",25.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Percentage of male and female intentional homicide victims, Male",44.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Percentage of male and female intentional homicide victims, Female",6.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Assault rate per 100,000 population",820.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Kidnapping at the national level, rate per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Theft at the national level, rate per 100,000 population",554.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2010,"Total Sexual Violence at the national level, rate per 100,000",82.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2012,"Intentional homicide rates per 100,000",28.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
44,Bahamas,2012,"Percentage of male and female intentional homicide victims, Male",54.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
